date,name,category,value
1994-01-01,India 🇮🇳,Asia,945261950
1994-01-01,Indonesia 🇮🇩,Asia,194928540
1994-01-01,Italy 🇮🇹,Europe,56883820
1994-01-01,Japan 🇯🇵,Asia,125119260
1994-01-01,Russia 🇷🇺,Europe,148829120
1994-01-01,United Kingdom 🇬🇧,Europe,57785900
1994-01-01,United States 🇺🇸,Europe,262273580
1995-01-01,Bangladesh 🇧🇩,Asia,117793336
1995-01-01,Brazil 🇧🇷,Americas,163515330
1995-01-01,China 🇨🇳,Asia,1218144400
1995-01-01,France 🇫🇷,Europe,57420356
1995-01-01,Germany 🇩🇪,Europe,81123260
1995-01-01,India 🇮🇳,Asia,964279100
1995-01-01,Indonesia 🇮🇩,Asia,198140160
1995-01-01,Italy 🇮🇹,Europe,56885124
1995-01-01,Japan 🇯🇵,Asia,125433970
1995-01-01,Russia 🇷🇺,Europe,148557460
1995-01-01,United Kingdom 🇬🇧,Europe,57930364
1995-01-01,United States 🇺🇸,Europe,265660560
1996-01-01,Bangladesh 🇧🇩,Asia,119876870
1996-01-01,Brazil 🇧🇷,Americas,166037120
1996-01-01,China 🇨🇳,Asia,1228298900
1996-01-01,France 🇫🇷,Europe,57623180
1996-01-01,Germany 🇩🇪,Europe,81300860
1996-01-01,India 🇮🇳,Asia,983281200
1996-01-01,Indonesia 🇮🇩,Asia,201373800
1996-01-01,Italy 🇮🇹,Europe,56898972
1996-01-01,Japan 🇯🇵,Asia,125726220
1996-01-01,Russia 🇷🇺,Europe,148233400
1996-01-01,United Kingdom 🇬🇧,Europe,58078584
1996-01-01,United States 🇺🇸,Europe,268984350
1997-01-01,Bangladesh 🇧🇩,Asia,122039230
1997-01-01,Brazil 🇧🇷,Americas,168546700
1997-01-01,China 🇨🇳,Asia,1237801500
1997-01-01,France 🇫🇷,Europe,57839364
1997-01-01,Germany 🇩🇪,Europe,81436100
1997-01-01,India 🇮🇳,Asia,1002335200
1997-01-01,Indonesia 🇮🇩,Asia,204628020
1997-01-01,Italy 🇮🇹,Europe,56925810
1997-01-01,Japan 🇯🇵,Asia,126027980
1997-01-01,Russia 🇷🇺,Europe,147939970
1997-01-01,United Kingdom 🇬🇧,Europe,58250190
1997-01-01,United States 🇺🇸,Europe,272395420
1998-01-01,Bangladesh 🇧🇩,Asia,124350470
1998-01-01,Brazil 🇧🇷,Americas,171039800
1998-01-01,China 🇨🇳,Asia,1246836100
1998-01-01,France 🇫🇷,Europe,58080344
1998-01-01,Germany 🇩🇪,Europe,81524380
1998-01-01,India 🇮🇳,Asia,1021434560
1998-01-01,Indonesia 🇮🇩,Asia,207855490
1998-01-01,Italy 🇮🇹,Europe,56938736
1998-01-01,Japan 🇯🇵,Asia,126308390
1998-01-01,Russia 🇷🇺,Europe,147672720
1998-01-01,United Kingdom 🇬🇧,Europe,58438320
1998-01-01,United States 🇺🇸,Europe,275835000
1999-01-01,Bangladesh 🇧🇩,Asia,126754824
1999-01-01,Brazil 🇧🇷,Americas,173486270
1999-01-01,China 🇨🇳,Asia,1255433200
1999-01-01,France 🇫🇷,Europe,58352210
1999-01-01,Germany 🇩🇪,Europe,81556970
1999-01-01,India 🇮🇳,Asia,1040500030
1999-01-01,Indonesia 🇮🇩,Asia,210996910
1999-01-01,Italy 🇮🇹,Europe,56938736
1999-01-01,Japan 🇯🇵,Asia,126555064
1999-01-01,Russia 🇷🇺,Europe,147336380
1999-01-01,United Kingdom 🇬🇧,Europe,58635204
1999-01-01,United States 🇺🇸,Europe,279181570
2000-01-01,Bangladesh 🇧🇩,Asia,129193336
2000-01-01,Brazil 🇧🇷,Americas,175873710
2000-01-01,China 🇨🇳,Asia,1264099100
2000-01-01,France 🇫🇷,Europe,58665456
2000-01-01,Germany 🇩🇪,Europe,81551680
2000-01-01,India 🇮🇳,Asia,1059633660
2000-01-01,Indonesia 🇮🇩,Asia,214072420
2000-01-01,Italy 🇮🇹,Europe,56966400
2000-01-01,Japan 🇯🇵,Asia,126803864
2000-01-01,Russia 🇷🇺,Europe,146844850
2000-01-01,United Kingdom 🇬🇧,Europe,58850044
2000-01-01,United States 🇺🇸,Europe,282398560
2001-01-01,Bangladesh 🇧🇩,Asia,131670490
2001-01-01,Brazil 🇧🇷,Americas,178211890
2001-01-01,China 🇨🇳,Asia,1272739600
2001-01-01,France 🇫🇷,Europe,59014776
2001-01-01,Germany 🇩🇪,Europe,81514570
2001-01-01,India 🇮🇳,Asia,1078970900
2001-01-01,Indonesia 🇮🇩,Asia,217112430
2001-01-01,Italy 🇮🇹,Europe,56994990
2001-01-01,Japan 🇯🇵,Asia,127065736
2001-01-01,Russia 🇷🇺,Europe,146235520
2001-01-01,United Kingdom 🇬🇧,Europe,59092016
2001-01-01,United States 🇺🇸,Europe,285470500
2002-01-01,Bangladesh 🇧🇩,Asia,134139820
2002-01-01,Brazil 🇧🇷,Americas,180476690
2002-01-01,China 🇨🇳,Asia,1280926100
2002-01-01,France 🇫🇷,Europe,59372784
2002-01-01,Germany 🇩🇪,Europe,81443420
2002-01-01,India 🇮🇳,Asia,1098313100
2002-01-01,Indonesia 🇮🇩,Asia,220115090
2002-01-01,Italy 🇮🇹,Europe,57107576
2002-01-01,Japan 🇯🇵,Asia,127301740
2002-01-01,Russia 🇷🇺,Europe,145590140
2002-01-01,United Kingdom 🇬🇧,Europe,59355690
2002-01-01,United States 🇺🇸,Europe,288350240
2003-01-01,Bangladesh 🇧🇩,Asia,136503220
2003-01-01,Brazil 🇧🇷,Americas,182629280
2003-01-01,China 🇨🇳,Asia,1288873300
2003-01-01,France 🇫🇷,Europe,59728260
2003-01-01,Germany 🇩🇪,Europe,81346810
2003-01-01,India 🇮🇳,Asia,1117415200
2003-01-01,Indonesia 🇮🇩,Asia,223080130
2003-01-01,Italy 🇮🇹,Europe,57425176
2003-01-01,Japan 🇯🇵,Asia,127502350
2003-01-01,Russia 🇷🇺,Europe,144946720
2003-01-01,United Kingdom 🇬🇧,Europe,59649800
2003-01-01,United States 🇺🇸,Europe,291109820
2004-01-01,Bangladesh 🇧🇩,Asia,138789730
2004-01-01,Brazil 🇧🇷,Americas,184722050
2004-01-01,China 🇨🇳,Asia,1296816800
2004-01-01,France 🇫🇷,Europe,60108436
2004-01-01,Germany 🇩🇪,Europe,81266670
2004-01-01,India 🇮🇳,Asia,1136264600
2004-01-01,Indonesia 🇮🇩,Asia,225938600
2004-01-01,Italy 🇮🇹,Europe,57860664
2004-01-01,Japan 🇯🇵,Asia,127671290
2004-01-01,Russia 🇷🇺,Europe,144353650
2004-01-01,United Kingdom 🇬🇧,Europe,59995852
2004-01-01,United States 🇺🇸,Europe,293947870
2005-01-01,Bangladesh 🇧🇩,Asia,140912590
2005-01-01,Brazil 🇧🇷,Americas,184722050
2005-01-01,China 🇨🇳,Asia,1304887600
2005-01-01,France 🇫🇷,Europe,60510080
2005-01-01,Germany 🇩🇪,Europe,81212170
2005-01-01,India 🇮🇳,Asia,1154638700
2005-01-01,Indonesia 🇮🇩,Asia,228805150
2005-01-01,Italy 🇮🇹,Europe,58199876
2005-01-01,Japan 🇯🇵,Asia,127798376
2005-01-01,Russia 🇷🇺,Europe,143800050
2005-01-01,United Kingdom 🇬🇧,Europe,60383740
2005-01-01,United States 🇺🇸,Europe,296842660
2006-01-01,Bangladesh 🇧🇩,Asia,142628830
2006-01-01,Brazil 🇧🇷,Americas,188820690
2006-01-01,China 🇨🇳,Asia,1313086600
2006-01-01,France 🇫🇷,Europe,60919150
2006-01-01,Germany 🇩🇪,Europe,81177816
2006-01-01,India 🇮🇳,Asia,1172373800
2006-01-01,Indonesia 🇮🇩,Asia,231797420
2006-01-01,Italy 🇮🇹,Europe,58429904
2006-01-01,Japan 🇯🇵,Asia,127902170
2006-01-01,Russia 🇷🇺,Europe,143338670
2006-01-01,United Kingdom 🇬🇧,Europe,60803700
2006-01-01,United States 🇺🇸,Europe,299753100
2007-01-01,Bangladesh 🇧🇩,Asia,144135940
2007-01-01,Brazil 🇧🇷,Americas,190779460
2007-01-01,China 🇨🇳,Asia,1321513200
2007-01-01,France 🇫🇷,Europe,61329380
2007-01-01,Germany 🇩🇪,Europe,81183830
2007-01-01,India 🇮🇳,Asia,1189691800
2007-01-01,Indonesia 🇮🇩,Asia,234858290
2007-01-01,Italy 🇮🇹,Europe,58778480
2007-01-01,Japan 🇯🇵,Asia,128006424
2007-01-01,Russia 🇷🇺,Europe,143117680
2007-01-01,United Kingdom 🇬🇧,Europe,61260680
2007-01-01,United States 🇺🇸,Europe,302743400
2008-01-01,Bangladesh 🇧🇩,Asia,145421330
2008-01-01,Brazil 🇧🇷,Americas,192672320
2008-01-01,China 🇨🇳,Asia,1330167200
2008-01-01,France 🇫🇷,Europe,61721004
2008-01-01,Germany 🇩🇪,Europe,81217490
2008-01-01,India 🇮🇳,Asia,1206734800
2008-01-01,Indonesia 🇮🇩,Asia,237936540
2008-01-01,Italy 🇮🇹,Europe,59224228
2008-01-01,Japan 🇯🇵,Asia,128077630
2008-01-01,Russia 🇷🇺,Europe,143086540
2008-01-01,United Kingdom 🇬🇧,Europe,61742150
2008-01-01,United States 🇺🇸,Europe,305694900
2009-01-01,Bangladesh 🇧🇩,Asia,146706820
2009-01-01,Brazil 🇧🇷,Americas,194517550
2009-01-01,China 🇨🇳,Asia,1339125600
2009-01-01,France 🇫🇷,Europe,62093300
2009-01-01,Germany 🇩🇪,Europe,81260620
2009-01-01,India 🇮🇳,Asia,1223640200
2009-01-01,Indonesia 🇮🇩,Asia,240981300
2009-01-01,Italy 🇮🇹,Europe,59562844
2009-01-01,Japan 🇯🇵,Asia,128117040
2009-01-01,Russia 🇷🇺,Europe,143163650
2009-01-01,United Kingdom 🇬🇧,Europe,62243384
2009-01-01,United States 🇺🇸,Europe,308512030
2010-01-01,Bangladesh 🇧🇩,Asia,148391140
2010-01-01,Brazil 🇧🇷,Americas,196353500
2010-01-01,China 🇨🇳,Asia,1348191400
2010-01-01,France 🇫🇷,Europe,62444570
2010-01-01,Germany 🇩🇪,Europe,81325090
2010-01-01,India 🇮🇳,Asia,1240613600
2010-01-01,Indonesia 🇮🇩,Asia,244016180
2010-01-01,Italy 🇮🇹,Europe,59822452
2010-01-01,Japan 🇯🇵,Asia,128105430
2010-01-01,Russia 🇷🇺,Europe,143242600
2010-01-01,United Kingdom 🇬🇧,Europe,62760050
2010-01-01,United States 🇺🇸,Europe,311182850
2011-01-01,Bangladesh 🇧🇩,Asia,150211000
2011-01-01,Brazil 🇧🇷,Americas,198185300
2011-01-01,China 🇨🇳,Asia,1357095400
2011-01-01,France 🇫🇷,Europe,62775270
2011-01-01,Germany 🇩🇪,Europe,81423384
2011-01-01,India 🇮🇳,Asia,1257621200
2011-01-01,Indonesia 🇮🇩,Asia,247099700
2011-01-01,Italy 🇮🇹,Europe,60025950
2011-01-01,Japan 🇯🇵,Asia,128007256
2011-01-01,Russia 🇷🇺,Europe,143364540
2011-01-01,United Kingdom 🇬🇧,Europe,63286360
2011-01-01,United States 🇺🇸,Europe,313876600
2012-01-01,Bangladesh 🇧🇩,Asia,152090660
2012-01-01,Brazil 🇧🇷,Americas,199977710
2012-01-01,China 🇨🇳,Asia,1366560800
2012-01-01,France 🇫🇷,Europe,63071412
2012-01-01,Germany 🇩🇪,Europe,81545570
2012-01-01,India 🇮🇳,Asia,1274487200
2012-01-01,Indonesia 🇮🇩,Asia,250222690
2012-01-01,Italy 🇮🇹,Europe,60190150
2012-01-01,Japan 🇯🇵,Asia,127853690
2012-01-01,Russia 🇷🇺,Europe,143629360
2012-01-01,United Kingdom 🇬🇧,Europe,63808730
2012-01-01,United States 🇺🇸,Europe,316651330
2013-01-01,Bangladesh 🇧🇩,Asia,154030140
2013-01-01,Brazil 🇧🇷,Americas,201721780
2013-01-01,China 🇨🇳,Asia,1376100400
2013-01-01,France 🇫🇷,Europe,63335180
2013-01-01,Germany 🇩🇪,Europe,81680590
2013-01-01,India 🇮🇳,Asia,1291132000
2013-01-01,Indonesia 🇮🇩,Asia,253275920
2013-01-01,Italy 🇮🇹,Europe,60312600
2013-01-01,Japan 🇯🇵,Asia,127678920
2013-01-01,Russia 🇷🇺,Europe,143956860
2013-01-01,United Kingdom 🇬🇧,Europe,64302296
2013-01-01,United States 🇺🇸,Europe,319375170
2014-01-01,Bangladesh 🇧🇩,Asia,155961310
2014-01-01,Brazil 🇧🇷,Americas,203459650
2014-01-01,China 🇨🇳,Asia,1385189600
2014-01-01,France 🇫🇷,Europe,63588496
2014-01-01,Germany 🇩🇪,Europe,81858824
2014-01-01,India 🇮🇳,Asia,1307246500
2014-01-01,Indonesia 🇮🇩,Asia,256229760
2014-01-01,Italy 🇮🇹,Europe,60322790
2014-01-01,Japan 🇯🇵,Asia,127476730
2014-01-01,Russia 🇷🇺,Europe,144285070
2014-01-01,United Kingdom 🇬🇧,Europe,64773504
2014-01-01,United States 🇺🇸,Europe,322033950
2015-01-01,Bangladesh 🇧🇩,Asia,157830000
2015-01-01,Brazil 🇧🇷,Americas,205188210
2015-01-01,China 🇨🇳,Asia,1393715500
2015-01-01,France 🇫🇷,Europe,63809770
2015-01-01,Germany 🇩🇪,Europe,82073230
2015-01-01,India 🇮🇳,Asia,1322866600
2015-01-01,Indonesia 🇮🇩,Asia,259091970
2015-01-01,Italy 🇮🇹,Europe,60232908
2015-01-01,Japan 🇯🇵,Asia,127250936
2015-01-01,Russia 🇷🇺,Europe,144668380
2015-01-01,United Kingdom 🇬🇧,Europe,65224370
2015-01-01,United States 🇺🇸,Europe,324607780
2016-01-01,Bangladesh 🇧🇩,Asia,159784580
2016-01-01,Brazil 🇧🇷,Americas,206859580
2016-01-01,China 🇨🇳,Asia,1401889700
2016-01-01,France 🇫🇷,Europe,63989320
2016-01-01,Germany 🇩🇪,Europe,82331430
2016-01-01,India 🇮🇳,Asia,1338636300
2016-01-01,Indonesia 🇮🇩,Asia,261850180
2016-01-01,Italy 🇮🇹,Europe,60118628
2016-01-01,Japan 🇯🇵,Asia,126993860
2016-01-01,Russia 🇷🇺,Europe,145109150
2016-01-01,United Kingdom 🇬🇧,Europe,65655204
2016-01-01,United States 🇺🇸,Europe,327210200
2017-01-01,Bangladesh 🇧🇩,Asia,161793970
2017-01-01,Brazil 🇧🇷,Americas,208504960
2017-01-01,China 🇨🇳,Asia,1410276000
2017-01-01,France 🇫🇷,Europe,64144092
2017-01-01,Germany 🇩🇪,Europe,82624370
2017-01-01,India 🇮🇳,Asia,1354195700
2017-01-01,Indonesia 🇮🇩,Asia,264498850
2017-01-01,Italy 🇮🇹,Europe,60004024
2017-01-01,Japan 🇯🇵,Asia,126662460
2017-01-01,Russia 🇷🇺,Europe,145452540
2017-01-01,United Kingdom 🇬🇧,Europe,66064810
2017-01-01,United States 🇺🇸,Europe,329791230
2018-01-01,Bangladesh 🇧🇩,Asia,163683950
2018-01-01,Brazil 🇧🇷,Americas,210166600
2018-01-01,China 🇨🇳,Asia,1417069400
2018-01-01,France 🇫🇷,Europe,64277812
2018-01-01,Germany 🇩🇪,Europe,82896696
2018-01-01,India 🇮🇳,Asia,1369003300
2018-01-01,Indonesia 🇮🇩,Asia,267066850
2018-01-01,Italy 🇮🇹,Europe,59877430
2018-01-01,Japan 🇯🇵,Asia,126255870
2018-01-01,Russia 🇷🇺,Europe,145652290
2018-01-01,United Kingdom 🇬🇧,Europe,66432996
2018-01-01,United States 🇺🇸,Europe,332140030
2019-01-01,Bangladesh 🇧🇩,Asia,165516220
2019-01-01,Brazil 🇧🇷,Americas,211782880
2019-01-01,China 🇨🇳,Asia,1421864100
2019-01-01,France 🇫🇷,Europe,64399760
2019-01-01,Germany 🇩🇪,Europe,83148140
2019-01-01,India 🇮🇳,Asia,1383112100
2019-01-01,Indonesia 🇮🇩,Asia,269582880
2019-01-01,Italy 🇮🇹,Europe,59727936
2019-01-01,Japan 🇯🇵,Asia,125791680
2019-01-01,Russia 🇷🇺,Europe,145742290
2019-01-01,United Kingdom 🇬🇧,Europe,66778660
2019-01-01,United States 🇺🇸,Europe,334319680
2020-01-01,Bangladesh 🇧🇩,Asia,167420940
2020-01-01,Brazil 🇧🇷,Americas,213196300
2020-01-01,China 🇨🇳,Asia,1424929800
2020-01-01,France 🇫🇷,Europe,64480052
2020-01-01,Germany 🇩🇪,Europe,83328990
2020-01-01,India 🇮🇳,Asia,1396387100
2020-01-01,Indonesia 🇮🇩,Asia,271858000
2020-01-01,Italy 🇮🇹,Europe,59727936
2020-01-01,Japan 🇯🇵,Asia,59500576
2020-01-01,Russia 🇷🇺,Europe,145617330
2020-01-01,United Kingdom 🇬🇧,Europe,67059470
2020-01-01,United States 🇺🇸,Europe,335942000
2021-01-01,Bangladesh 🇧🇩,Asia,169356240
2021-01-01,Brazil 🇧🇷,Americas,214326220
2021-01-01,China 🇨🇳,Asia,1425893500
2021-01-01,France 🇫🇷,Europe,64531450
2021-01-01,Germany 🇩🇪,Europe,83408560
2021-01-01,India 🇮🇳,Asia,1407563900
2021-01-01,Indonesia 🇮🇩,Asia,273753180
2021-01-01,Italy 🇮🇹,Europe,59240336
2021-01-01,Japan 🇯🇵,Asia,124612530
2021-01-01,Russia 🇷🇺,Europe,145102750
2021-01-01,United Kingdom 🇬🇧,Europe,67281040
2021-01-01,United States 🇺🇸,Europe,336997630
